565,0,504
576,0,503
576,0,500
577,0,501
578,0,501
578,0,500
579,0,500
580,0,503
580,0,499
581,0,501
582,0,503
582,0,499
583,0,500
584,0,504
584,0,500
585,0,501
586,0,502
586,0,502
587,0,501
588,0,503
588,0,500
589,0,502
590,0,503
590,0,500
591,0,500
592,0,503
592,0,498
593,0,501
594,0,503
594,0,497
595,0,501
596,0,505
596,0,496
598,0,504
599,0,503
599,0,497
600,0,502
601,0,504
601,0,497
602,0,501
603,0,503
603,0,499
604,0,503
605,0,502
605,0,498
606,0,501
607,0,505
610,0,501
611,0,502
611,0,497
612,0,501
613,0,502
613,0,496
614,0,501
615,0,500
615,0,497
616,0,498
617,0,502
617,0,498
618,0,501
619,0,503
619,0,497
620,0,499
621,0,501
621,0,499
622,0,502
623,0,501
623,0,499
624,0,501
625,0,503
625,0,498
626,0,500
627,0,501
627,0,496
628,0,499
629,0,501
629,0,498
630,0,501
631,0,502
631,0,499
632,0,501
633,0,503
633,0,499
634,0,502
635,0,504
635,0,499
636,0,503
637,0,504
637,0,500
638,0,502
640,0,505
640,0,502
641,0,504
642,0,502
645,0,505
646,0,505
646,0,499
647,0,504
648,0,504
648,0,501
649,0,503
650,0,505
650,0,503
651,0,503
652,0,506
652,0,501
653,0,504
654,0,506
654,0,502
655,0,506
656,0,505
656,0,502
657,0,503
658,0,505
658,0,501
659,0,504
660,0,503
660,0,501
661,0,504
662,0,506
662,0,504
663,0,505
664,0,506
664,0,502
665,0,504
666,0,506
666,0,500
667,0,504
668,0,506
668,0,502
669,0,504
670,0,506
670,0,500
671,0,505
672,0,506
672,0,502
673,0,504
673,0,505
674,0,501
675,0,507
678,0,501
679,0,503
679,0,507
680,0,500
681,0,505
681,0,504
683,0,501
684,0,506
684,0,506
685,0,500
686,0,506
686,0,507
687,0,501
688,0,505
688,0,506
689,0,501
690,0,506
690,0,505
691,0,499
692,0,505
692,0,505
693,0,502
694,0,505
694,0,508
695,0,501
696,0,505
696,0,506
697,0,503
698,0,504
698,0,508
699,0,500
700,0,507
700,0,505
701,0,501
702,0,505
702,0,509
703,0,500
704,0,504
704,0,506
705,0,502
706,0,505
706,0,504
707,0,503
708,0,506
708,0,505
709,0,501
710,0,505
713,0,501
714,0,504
714,0,506
715,0,502
716,0,504
716,0,505
717,0,501
718,0,503
718,0,505
719,0,500
720,0,505
720,0,503
721,0,499
722,0,505
722,0,506
723,0,503
724,0,505
724,0,507
726,0,500
727,0,505
727,0,506
728,0,501
729,0,503
729,0,505
730,0,501
731,0,504
731,0,506
732,0,500
733,0,505
733,0,505
734,0,500
735,0,505
735,0,507
736,0,501
737,0,504
737,0,506
738,0,501
739,0,503
739,0,503
740,0,502
740,0,506
741,0,507
742,0,500
742,0,505
743,0,505
744,0,501
747,0,506
748,0,500
748,0,504
749,0,505
750,0,501
750,0,503
751,0,507
752,0,501
752,0,503
753,0,507
754,0,502
754,0,504
755,0,507
756,0,499
756,0,506
757,0,504
758,0,503
758,0,504
759,0,505
760,0,502
760,0,507
761,0,504
762,0,500
762,0,504
763,0,507
764,0,500
764,0,503
765,0,506
766,0,502
766,0,503
768,0,505
769,0,502
769,0,504
770,0,505
771,0,501
771,0,503
772,0,506
773,0,500
773,0,501
774,0,504
775,0,501
775,0,503
776,0,506
777,0,502
777,0,503
778,0,505
779,0,500
782,0,506
783,0,501
783,0,504
784,0,506
785,0,500
785,0,501
786,0,504
787,0,503
787,0,502
788,0,505
789,0,499
789,0,505
790,0,505
791,0,500
791,0,505
792,0,504
793,0,500
793,0,503
794,0,504
795,0,500
795,0,503
796,0,502
797,0,502
797,0,503
798,0,503
799,0,501
799,0,505
800,0,502
801,0,502
801,0,501
802,0,504
803,0,502
803,0,503
804,0,504
804,0,502
