564,0,479
575,0,472
576,0,474
576,0,467
577,0,474
578,0,474
578,0,468
579,0,472
580,0,475
581,0,470
581,0,472
582,0,474
583,0,468
583,0,472
584,0,472
585,0,471
585,0,473
586,0,472
587,0,472
587,0,473
588,0,475
589,0,470
589,0,473
590,0,475
591,0,472
591,0,474
592,0,476
593,0,471
593,0,474
594,0,475
595,0,470
595,0,473
596,0,475
598,0,471
598,0,473
599,0,473
600,0,470
600,0,474
601,0,475
602,0,470
602,0,472
603,0,473
604,0,470
604,0,476
605,0,473
606,0,472
606,0,474
610,0,472
610,0,475
611,0,473
612,0,472
612,0,477
613,0,472
614,0,472
614,0,474
615,0,470
616,0,473
616,0,474
617,0,475
618,0,474
618,0,477
619,0,474
620,0,474
620,0,477
621,0,473
622,0,475
622,0,476
623,0,472
624,0,474
624,0,476
625,0,473
626,0,477
626,0,477
627,0,472
628,0,473
628,0,475
629,0,472
630,0,473
630,0,474
631,0,473
632,0,473
632,0,476
633,0,471
634,0,474
634,0,476
635,0,472
636,0,473
636,0,474
637,0,471
638,0,470
638,0,471
640,0,469
641,0,468
641,0,470
645,0,470
645,0,473
646,0,469
647,0,470
647,0,470
648,0,471
649,0,470
649,0,471
650,0,473
651,0,470
651,0,473
652,0,474
653,0,471
653,0,473
654,0,473
655,0,472
655,0,476
656,0,471
657,0,473
657,0,473
658,0,472
659,0,474
659,0,474
660,0,472
661,0,472
661,0,475
662,0,472
663,0,472
663,0,474
664,0,473
665,0,474
665,0,473
666,0,471
667,0,473
667,0,474
668,0,472
669,0,472
669,0,474
670,0,471
671,0,473
671,0,477
672,0,473
673,0,473
673,0,474
674,0,472
675,0,473
678,0,471
679,0,471
679,0,475
680,0,470
681,0,470
681,0,472
683,0,468
684,0,470
684,0,472
685,0,471
685,0,471
686,0,477
687,0,476
687,0,475
688,0,475
689,0,474
689,0,475
690,0,477
691,0,476
691,0,478
692,0,478
693,0,476
693,0,475
694,0,479
695,0,475
695,0,476
696,0,479
697,0,477
697,0,476
698,0,478
699,0,478
699,0,477
700,0,480
701,0,479
701,0,481
702,0,481
703,0,482
703,0,482
704,0,483
705,0,481
705,0,481
706,0,485
707,0,483
707,0,482
708,0,485
709,0,482
709,0,482
713,0,483
713,0,483
714,0,483
715,0,483
715,0,482
716,0,484
717,0,482
717,0,482
718,0,483
719,0,479
719,0,477
720,0,479
721,0,476
721,0,478
722,0,479
723,0,477
723,0,477
724,0,478
726,0,478
726,0,475
727,0,476
728,0,478
728,0,475
729,0,475
730,0,475
730,0,475
731,0,474
732,0,474
732,0,471
733,0,470
734,0,470
734,0,469
735,0,471
736,0,469
736,0,466
737,0,468
738,0,468
738,0,466
739,0,471
740,0,467
740,0,468
741,0,470
742,0,467
742,0,467
743,0,467
744,0,468
747,0,470
747,0,470
748,0,469
749,0,470
749,0,469
750,0,469
751,0,470
751,0,470
752,0,468
753,0,472
753,0,469
754,0,470
755,0,471
755,0,471
756,0,469
757,0,471
757,0,472
758,0,470
759,0,471
759,0,473
760,0,470
761,0,474
761,0,473
762,0,470
763,0,472
763,0,472
764,0,470
765,0,474
765,0,471
766,0,470
768,0,473
768,0,472
769,0,470
770,0,473
770,0,473
771,0,470
772,0,471
772,0,471
773,0,469
774,0,472
774,0,471
775,0,469
776,0,471
776,0,472
777,0,471
778,0,474
778,0,473
782,0,472
782,0,473
783,0,471
784,0,472
784,0,474
785,0,470
786,0,473
786,0,472
787,0,469
788,0,471
788,0,471
789,0,471
790,0,473
790,0,471
791,0,470
792,0,474
792,0,471
793,0,469
794,0,472
794,0,474
795,0,471
796,0,473
796,0,475
797,0,470
798,0,473
798,0,473
799,0,473
800,0,473
800,0,474
801,0,474
802,0,473
802,0,473
803,0,471
804,0,474
804,0,477
805,0,474
806,0,476
806,0,476
807,0,471
808,0,472
808,0,475
809,0,472
811,0,472
811,0,474
812,0,471
812,0,473
816,0,469
816,0,472
817,0,472
818,0,471
818,0,470
819,0,473
820,0,469
820,0,471
821,0,470
822,0,470
822,0,470
823,0,473
824,0,472
824,0,472
825,0,474
826,0,472
826,0,473
827,0,473
828,0,470
828,0,474
829,0,473
830,0,471
830,0,472
831,0,473
832,0,470
832,0,473
833,0,473
834,0,472
834,0,471
835,0,475
836,0,472
836,0,472
837,0,474
838,0,469
838,0,473
839,0,471
840,0,468
840,0,471
841,0,473
842,0,469
842,0,472
843,0,472
844,0,468
844,0,472
845,0,471
846,0,468
846,0,470
849,0,464
850,0,467
851,0,470
851,0,466
852,0,469
854,0,471
854,0,467
855,0,468
856,0,468
856,0,466
857,0,469
858,0,471
858,0,468
859,0,471
860,0,472
860,0,467
861,0,471
862,0,471
862,0,466
863,0,470
864,0,471
864,0,465
865,0,470
866,0,471
866,0,467
867,0,469
868,0,472
868,0,467
869,0,470
870,0,469
870,0,467
871,0,471
872,0,471
872,0,466
873,0,472
874,0,472
874,0,475
875,0,479
876,0,481
876,0,476
877,0,481
878,0,481
878,0,477
879,0,481
880,0,481
880,0,480
883,0,480
884,0,474
885,0,471
885,0,471
886,0,467
887,0,469
887,0,471
888,0,469
889,0,470
889,0,470
890,0,471
891,0,469
891,0,474
892,0,472
893,0,470
893,0,474
894,0,472
896,0,472
896,0,473
897,0,471
898,0,471
898,0,473
899,0,470
900,0,471
900,0,473
901,0,470
902,0,472
902,0,472
903,0,469
904,0,470
904,0,472
905,0,470
906,0,471
906,0,471
907,0,468
908,0,473
908,0,472
909,0,468
910,0,471
910,0,473
911,0,469
912,0,472
912,0,472
913,0,472
914,0,471
914,0,472
915,0,470
918,0,472
919,0,475
920,0,475
920,0,477
921,0,475
922,0,476
922,0,477
923,0,475
924,0,473
924,0,477
925,0,474
926,0,474
926,0,476
927,0,472
928,0,469
928,0,471
929,0,469
930,0,469
930,0,471
931,0,469
932,0,468
932,0,470
933,0,469
934,0,470
934,0,471
